name,trip_count,route_count,geometry
Rameshnagara,80,7,POINT (77.68212 12.96412)
Ramkrishana Layout,44,5,POINT (77.51647 12.97793)
Ramohalli,210,55,POINT (77.41912 12.907)
Ramohalli Cross,455,126,POINT (77.45125 12.88674)
Rampura,91,24,POINT (77.69119 13.05161)
Rampura Cross,56,8,POINT (77.68108 13.05205)
Ranga Jangama,50,18,POINT (77.45274 12.85578)
Rangaiahnapalya,4,1,POINT (77.26759 12.99199)
Ranganathpura,48,9,POINT (77.24165 12.95115)
Rangappa Circle,19,11,POINT (77.54399 13.28753)
Rangappanapalya Gate,2,2,POINT (77.34948 12.99279)
Rani Circle,17,9,POINT (77.7198 13.26728)
Rani Saraladevi,242,14,POINT (77.58521 12.93895)
Rani Saraladevi High School,264,17,POINT (77.58506 12.93769)
Rashi Gateway,1,1,POINT (77.36989 13.11118)
Rashi Gateway Cross,1,1,POINT (77.37765 13.11034)
Ravagodlu,28,7,POINT (77.50117 12.74814)
Ravagodlu Gate,145,19,POINT (77.48633 12.74895)
Ravi Badavane Jai Maruthi Nagara,20,4,POINT (77.5323 13.00673)
Ravi Tent,178,22,POINT (77.62138 12.95166)
Ravindra Nagara,3,2,POINT (77.51654 13.04995)
Ravuthanahalli,23,7,POINT (77.42385 13.02665)
Ravuthanahalli Cross,750,88,POINT (77.43899 13.0734)
Rayal Layout,14,1,POINT (77.57589 12.86934)
Rayan Circle,1363,208,POINT (77.5679 12.96047)
Rayara Doddy,6,2,POINT (77.51368 12.76715)
Rayasandra,108,20,POINT (77.67206 12.87945)
Rayasandra Circle,59,15,POINT (77.67126 12.87569)
Rayasandra Cross,54,7,POINT (77.74142 13.21176)
Rayasandra Gate,85,2,POINT (77.72709 13.23358)
Razakpalya,14,6,POINT (77.65818 13.14592)
Razakpalya Cross,21,12,POINT (77.65884 13.14968)
Reddyhalli,1,1,POINT (77.7545 13.18941)
Reliance Petrol Bunk Goraguntepalya,380,41,POINT (77.5363 13.02866)
Renaissance prosperio apartment,3,2,POINT (77.59362 13.06426)
Renuka Nagara,66,25,POINT (77.38812 13.1058)
Reserve Bank Of India Nrupatunga Road,1,1,POINT (77.58689 12.97214)
Reva College,34,5,POINT (77.63411 13.11532)
Reva College Gate,404,53,POINT (77.63037 13.12214)
Richard Farm,30,11,POINT (77.52522 12.77797)
Richmond Circle,1833,238,POINT (77.59946 12.96738)
Robin Theatre,221,17,POINT (77.47986 12.91602)
Rock Colony,15,5,POINT (77.50242 12.72252)
Rock Line Studio,62,3,POINT (77.49628 13.04055)
Rolling Mill,947,74,POINT (77.51474 13.02653)
Roopena Agrahara,1395,183,POINT (77.626 12.91185)
Roopena Agrahara FLY,130,9,POINT (77.62589 12.91212)
Roopena Agrahara Toll,117,3,POINT (77.62617 12.91166)
Royal Enclave,45,12,POINT (77.61698 13.06572)
Royal Layout,92,15,POINT (77.57581 12.86933)
Royal Meenakshi Mall,64,1,POINT (77.59564 12.87642)
Royal Meenakshi Mall BG Road,79,3,POINT (77.59615 12.8765)
Rukmini Nagara,504,22,POINT (77.50488 13.041)
Rupesh Hotel,140,13,POINT (77.66601 12.81165)
Russell Market,3,2,POINT (77.60518 12.98486)
Ryan International School,462,70,POINT (77.58483 12.81955)
S Gollahalli,36,14,POINT (77.36136 12.89388)
S Medahalli,99,21,POINT (77.78611 12.82387)
S Nagenahalli Gate,2,1,POINT (77.55778 13.37149)
S R S Mathikere,242,24,POINT (77.53109 13.06144)
SAP Labs,778,33,POINT (77.7144 12.9778)
SBI Bank,800,48,POINT (77.5461 13.07237)
SBM Gayathri Nagara,50,6,POINT (77.5604 12.99991)
SEZ Amadada Circle,18,3,POINT (77.72023 13.17849)
SFS High School Hebbagodi,943,103,POINT (77.6802 12.83381)
SI Apartment HSR Layout,1525,76,POINT (77.6294 12.91668)
SJES College,565,92,POINT (77.715 13.023)
SKF Factory,118,28,POINT (77.74189 13.06116)
SLV Bakery,220,11,POINT (77.54322 12.92127)
SLV Petrol Bunk,1,1,POINT (77.5955 13.16059)
SMVIT College,5,4,POINT (77.61168 13.15169)
SMVIT Cross,624,104,POINT (77.62063 13.15197)
SNN Raj Serenity Apartment Yelenahalli,22,2,POINT (77.6125 12.85977)
SRR Kalyana Mantapa,10,2,POINT (77.65464 13.00744)
SRS Peenya,1336,172,POINT (77.53032 13.03428)
SSVB Bakery Kanteerava Studio,42,5,POINT (77.53397 13.01365)
STRR Devanahalli Toll,85,2,POINT (77.76248 13.20732)
SVR College,8,3,POINT (77.65058 12.90225)
Saalu Doddy,326,71,POINT (77.513 12.8306)
Sacred Heart Girls' High School,1,1,POINT (77.60416 12.97048)
Sadahalli,30,14,POINT (77.64726 13.21199)
Sadahalli Gate,1425,87,POINT (77.64583 13.19072)
Sadananda Nagara,31,13,POINT (77.65825 12.99446)
Sadaramangala,40,6,POINT (77.73677 12.99921)
Sadaramangala Gate,39,5,POINT (77.73669 12.99782)
Sadashivanagara,11,2,POINT (77.58029 13.00864)
Sadashivanagara ING Vysya  Bank,2,2,POINT (77.58063 13.00549)
Sadashivanagara Police Station,577,21,POINT (77.57269 13.01553)
Sadenahalli,3,3,POINT (77.57269 13.19463)
Sadhanapalya,3,1,POINT (77.48288 12.76858)
Sadhanapalya Gate,165,27,POINT (77.48864 12.76801)
Sadhapanalli Gate,133,8,POINT (77.79286 13.16299)
Safal Market,213,34,POINT (77.75986 13.03799)
Sagar Hospital,8,1,POINT (77.59962 12.92848)
Sahakara Nagara,1,1,POINT (77.58385 13.06473)
Sahakara Nagara Police Station,75,11,POINT (77.58336 13.06414)
Sahakara Nagara Post Office,63,12,POINT (77.58736 13.06133)
Sahukarapalya,1,1,POINT (77.28899 13.06533)
Sahyadribalaga Layout,2,1,POINT (77.49912 13.06592)
Sai Baba General Hospital,644,68,POINT (77.75042 12.97383)
Sai Baba Temple (Avathi),7,2,POINT (77.72277 13.2829)
Sai Lakshmi Industries,249,36,POINT (77.76173 13.02458)
Sajjan Rao Circle,180,25,POINT (77.57653 12.95262)
Sakalavara,8,4,POINT (77.60905 12.8207)
Sakamma Layout,8,1,POINT (77.52867 13.00723)
Salarpuria Apartment,146,2,POINT (77.63256 12.90696)
Saluhunase,307,66,POINT (77.51148 12.81079)
Samanahalli,7,1,POINT (77.74766 12.83268)
Samanahalli 1,5,3,POINT (77.74768 12.8327)
Samanduru,2,2,POINT (77.75291 12.71526)
Sambhram College,164,45,POINT (77.54669 13.0883)
Samethanahalli,152,65,POINT (77.78981 12.98027)
Sampangere,1,1,POINT (77.88294 12.87444)
Sampangiram Nagara,467,71,POINT (77.58593 12.82495)
Sampige Nagara,4,2,POINT (77.69736 12.83451)
Sampige Nagara 1,11,3,POINT (77.69798 12.83929)
Sampige Nagara Gate,2,1,POINT (77.69793 12.83936)
Sampigehalli,5,1,POINT (77.61784 13.08187)
Sampigehalli Bannerughatta,141,10,POINT (77.57879 12.80519)
Sanabil Education Trust,1,1,POINT (77.60334 12.84441)
Sangam Circle,1399,92,POINT (77.57789 12.91756)
Sanjay Gandhi Hospital,490,51,POINT (77.59299 12.927)
Sanjay Gandhi Nagara,4,4,POINT (77.52633 13.01872)
Sanjayanagara,417,16,POINT (77.57571 13.03404)
Sanjeeva Nagara,6,2,POINT (77.53656 13.28563)
Sanjeevanapalya,1,1,POINT (77.15454 13.0808)
SanjeeviniNagara,67,20,POINT (77.59146 13.05763)
Sanna Amanikere,364,39,POINT (77.69477 13.23411)
Sannathammanahalli,213,34,POINT (77.76062 13.04778)
Santekatte,310,67,POINT (77.51063 12.8067)
Santhe Devanagondhi,32,22,POINT (77.83936 12.96581)
Santhe Gate,66,25,POINT (77.79507 13.07696)
Sapalamma Devi Temple,1,1,POINT (77.91101 13.09802)
Sapthagiri Badavane,5,1,POINT (77.53457 12.9222)
Sapthagiri College,674,96,POINT (77.50335 13.06675)
Sapthagiri Convention Hall,537,76,POINT (77.75676 13.0509)
Sapthagiri Hospital,670,94,POINT (77.50387 13.07067)
Sapthagiri Layout,449,52,POINT (77.6106 13.1045)
Sarakari Guttahalli Cross,14,6,POINT (77.7849 13.04637)
Sarakki,729,118,POINT (77.57299 12.9097)
Sarakki Signal,17,4,POINT (77.57373 12.90639)
Sarala Birla Academy,317,59,POINT (77.58449 12.81159)
Saraswathi Nagara,359,37,POINT (77.53031 12.9736)
Saraswathipuram,309,20,POINT (77.53824 13.00915)
Sarathi Nagara,92,15,POINT (77.57322 12.87387)
Sarayipalya,503,73,POINT (77.62868 13.04745)
Sarjapura,617,67,POINT (77.7856 12.86136)
Sarjapura Circle,687,84,POINT (77.78331 12.86089)
Sarjapura Ring Road Junction,1564,74,POINT (77.66604 12.92113)
Sarjapura Road Ibbaluru Junction,135,9,POINT (77.66518 12.92043)
Sarjapura Wipro Campus,533,55,POINT (77.71354 12.89903)
Sarvajna College/Vijayanagara,41,7,POINT (77.5391 12.97572)
Sasuveghatta,3,2,POINT (77.47534 13.09275)
Sasuveghatta Cross,35,6,POINT (77.47535 13.08473)
Sathanur,399,50,POINT (77.64739 13.13183)
Sathanur Colony,399,50,POINT (77.64651 13.12788)
Sathya Nagara,9,5,POINT (77.63991 13.00047)
Sathya Sai Baba Mandir,280,41,POINT (77.75765 13.00124)
Sathya Sai Hospital,807,40,POINT (77.72823 12.98263)
Savandarbar Ashrama,141,15,POINT (77.49224 12.90959)
Savandurga,3,1,POINT (77.29748 12.91561)
Savandurga Cross,3,1,POINT (77.27795 12.90483)
Savukanahalli,4,2,POINT (77.69453 13.26741)
Savukanahalli Gate,64,10,POINT (77.6956 13.25801)
School Manchanayakanahalli,17,5,POINT (77.40944 12.83731)
Seebekatte,2,1,POINT (77.38181 12.72904)
Seegehalli,5,3,POINT (77.45249 12.81843)
Seegehalli Cross,22,6,POINT (77.44934 12.82541)
Seegehalli Gate,290,72,POINT (77.44376 12.98408)
Seegehalli Gate  Kadugodi,274,38,POINT (77.76109 13.0131)
Seegehalli Junction,10,4,POINT (77.71696 13.01628)
Seeresandra,26,10,POINT (77.48341 13.19185)
Seetanayakanahalli,1,1,POINT (77.91081 12.95462)
Seetanayakanahalli Gate Malur Road,1,1,POINT (77.91541 12.95368)
Seetha Circle,551,36,POINT (77.54882 12.93705)
Seethakempanahalli,6,4,POINT (77.51868 13.17132)
Seethakempanahalli Cross,3,3,POINT (77.521 13.16886)
Seethakempanahalli Gate,33,20,POINT (77.52539 13.17362)
Seethanayakanahalli,7,3,POINT (77.65995 12.76923)
Seetharam Bhattarapalya,6,6,POINT (77.33447 13.06111)
Seetharampalya,4,2,POINT (77.72192 12.98042)
Seetharampalya Metro Station,4,4,POINT (77.7089 12.98014)
Senior Officers Quaters,2,2,POINT (77.65477 12.96812)
Sevanagara Varadenahalli,3,2,POINT (77.31387 12.97006)
Sevanayakanahalli,4,2,POINT (77.58325 12.74039)
Seventh Day School (Coles Park),516,27,POINT (77.61107 12.9956)
Shahi Exports PVT Ltd Unit-7,3,2,POINT (77.6679 12.91926)
Shakthi Garden,1,1,POINT (77.51884 12.96897)
Shamarajapura,23,5,POINT (77.54663 13.10419)
Shamarajapura Cross,33,5,POINT (77.54673 13.1062)
Shaneshwara Temple Hoskerehalli,14,5,POINT (77.53131 12.92611)
Shaneshwaraswamy Temple Sheshagirihalli,139,21,POINT (77.42114 12.84289)
Shanimahathma Temple,547,96,POINT (77.69523 12.7162)
Shankanipura Gate,194,18,POINT (77.77621 13.1069)
Shankar Mutt,974,28,POINT (77.54103 12.99939)
Shankara Nagara,137,16,POINT (77.54381 13.01593)
Shankarnagh Bus Stand,287,6,POINT (77.52677 12.99472)
Shankarnagh Circle,15,5,POINT (77.55954 12.93651)
Shanthi Talkies,181,9,POINT (77.57899 12.93669)
Shanthinagara,52,6,POINT (77.47336 13.02631)
Shanthinagara Bus Station,1726,163,POINT (77.59258 12.95449)
Shanthinagara KH Road,37,8,POINT (77.59193 12.95501)
Shanthinagara Manchanabele,11,7,POINT (77.34721 12.87955)
Shanthinagara Nelamangala,16,13,POINT (77.36737 13.07899)
Shanthinagara Ravuttanahalli,19,5,POINT (77.42182 13.01987)
Shanthiniketan Layout,16,3,POINT (77.60342 12.88282)
Shanubhoganahalli,76,16,POINT (77.32491 12.96136)
Shanubhoganahalli 1st Cross,34,6,POINT (77.56254 12.828)
Shanubhoganahalli Bannerughatta,34,6,POINT (77.56141 12.82672)
Shanubhoganahalli Colony,3,1,POINT (77.53001 13.17388)
Shanubhoganahalli Gate (Dibbur Cross),54,29,POINT (77.53019 13.17267)
Sharada Colony,69,9,POINT (77.53358 12.99239)
Sharadamba Nagara,5,4,POINT (77.5413 13.04588)
Sharadanagara,87,9,POINT (77.5595 12.8925)
Sharadha Colony,16,2,POINT (77.53436 12.99184)
Sharavathi Hotel,1451,75,POINT (77.58435 13.09789)
Shastri Bakery,136,13,POINT (77.57354 12.92345)
Shastri Palya,1,1,POINT (77.43601 13.17158)
Sheganayakanahalli,2,2,POINT (77.80927 12.9263)
Sheganayakanahalli Cross,9,3,POINT (77.80882 12.92269)
Shell Company,25,6,POINT (77.70052 13.15427)
Shell Petrol Bunk,249,36,POINT (77.76225 13.01774)
Sheshadri Nagara,2,1,POINT (77.48857 13.06396)
Sheshadripuram College,1747,149,POINT (77.58834 13.09951)
Sheshadripuram Fortis Hospital,2,1,POINT (77.58126 12.98529)
Sheshagirihalli,181,36,POINT (77.42102 12.84359)
Sheshagiripura,7,4,POINT (77.418 12.88086)
Shettarahalli Cross,5,3,POINT (77.67635 13.26615)
Shettigere,72,12,POINT (77.66688 13.17921)
Shettigowdanahalli,15,7,POINT (77.3683 12.81139)
Shettyhalli,11,5,POINT (77.51718 13.0649)
Shettyhalli Anekal Road,9,4,POINT (77.73077 12.75303)
Shettyhalli Cross,576,33,POINT (77.52546 13.05011)
Shikaripalya,8,4,POINT (77.65573 12.83388)
Shilpa Bakery Horamavu Road,10,4,POINT (77.6506 13.03778)
Shine Bakery,94,8,POINT (77.6239 12.95067)
Shiradi Sai Temple Arakere,31,8,POINT (77.61011 12.88304)
Shirdi Sai Nagara,39,5,POINT (77.63818 13.06675)
Shirke KHB Quarters,277,41,POINT (77.48751 12.93133)
Shiva Ittige Factory,36,10,POINT (77.84935 12.92781)
Shivagiri Choultry Vijyapura,108,11,POINT (77.79109 13.29465)
Shivaji Hotel,243,21,POINT (77.47649 12.94311)
Shivajinagara Bus Station,2792,354,POINT (77.60341 12.98328)
Shivakote,99,25,POINT (77.51473 13.13401)
Shivakote Cross,84,17,POINT (77.51326 13.13552)
Shivanaapura,4,2,POINT (77.9039 13.15346)
Shivanahalli,16,8,POINT (77.49061 12.92844)
Shivanahalli 4th Main,41,4,POINT (77.54683 12.98886)
Shivananda Store,1441,203,POINT (77.57938 12.98666)
Shivanapura,6,6,POINT (77.85416 12.87417)
Shivanapura Colony,3,1,POINT (77.42277 13.04503)
Shivanapura Colony 1,3,3,POINT (77.4227 13.04501)
Shivanapura Colony Cross,5,3,POINT (77.42915 13.04347)
Shivanapura Cross,3,2,POINT (77.42228 13.04139)
Shivanapura Cross 1,3,3,POINT (77.42223 13.04142)
Shivanapura Cross Hosakote,4,2,POINT (77.89668 13.15326)
Shivanasandra,1,1,POINT (77.16401 13.02359)
Shivaparvathi Kalyanamantapa,5,1,POINT (77.65134 13.00861)
Shobha Apartment,74,8,POINT (77.73454 12.73955)
Shobha Hills View Apartment,6,3,POINT (77.52019 12.86641)
Shobha Tulip JP Nagara,221,17,POINT (77.58589 12.89801)
Shoolay Circle Brigade Road,365,26,POINT (77.60666 12.96659)
Shopping Complex HMT,122,10,POINT (77.53739 13.04962)
Shreepatihalli,2,1,POINT (77.16781 12.96259)
Shreeram Public School,2,1,POINT (77.49143 13.04625)
Shri Rama Temple,6,3,POINT (77.52313 12.744)
Shri Vidhyanagara,97,6,POINT (77.53985 12.93431)
Shri Vishnu Garden,5,1,POINT (77.45761 12.94573)
Shrinivagilu Bus Stand,10,2,POINT (77.63319 12.93759)
Shrinivagilu Ejipura,354,27,POINT (77.63265 12.93859)
Shrinivagilu Junction,16,5,POINT (77.63235 12.93927)
Shrunga School Devangondi,55,21,POINT (77.83262 12.97406)
Shrusti School Yalahanka,251,7,POINT (77.57596 13.10706)
Shubha Ultima Club House,2,2,POINT (77.59914 13.08458)
Shyanumangala,33,10,POINT (77.43213 12.79482)
Shylendra Doddy,16,3,POINT (77.55289 12.80071)
Siddabhovipalya,4,2,POINT (77.37182 12.85464)
Siddaganga College,106,15,POINT (77.39278 13.08227)
Siddaiah Puranik Road Junction,325,14,POINT (77.53716 12.98212)
Siddana Hosahalli,32,17,POINT (77.46017 13.05685)
Siddanahalli,1,1,POINT (77.91363 12.89352)
Siddanapalya,6,3,POINT (77.65966 12.7247)
Siddanayakanahalli,73,5,POINT (77.54978 13.2982)
Siddapura,663,86,POINT (77.73057 12.95607)
Siddapura Ashoka Pillar,307,21,POINT (77.58873 12.94633)
Siddapura Cross,31,2,POINT (77.45819 12.69298)
Siddapura Nallurhalli,3,1,POINT (77.86869 13.12947)
Siddartha Badavane,2,1,POINT (77.50865 12.99552)
Siddartha International School,60,7,POINT (77.48842 13.02854)
Siddartha Nagara,11,6,POINT (77.80643 13.08105)
Siddartha School Cross,409,13,POINT (77.48893 13.02607)
Siddayyana Doddy,3,1,POINT (77.59416 12.71708)
Sidedahalli,48,8,POINT (77.49527 13.06258)
Sidi Hoskote,3,1,POINT (77.68767 12.72971)
Siemens,411,44,POINT (77.66215 12.84556)
Siemens ‌ Bank,2,1,POINT (77.49667 13.14911)
Sikayanahalli,8,2,POINT (77.64558 13.25554)
Silk Farm,99,21,POINT (77.78539 12.81695)
Silk Institute Metro Station,260,59,POINT (77.52993 12.8616)
Silk Institute metro station,123,22,POINT (77.52985 12.86182)
Siluvepura,17,7,POINT (77.50104 13.1143)
Simpadipura,2,1,POINT (77.41276 13.2275)
Sindhi Colony,35,6,POINT (77.6177 12.9962)
Sindhi High School Kuvempu Road,13,1,POINT (77.59846 13.04994)
Singahalli,34,6,POINT (77.72407 13.16164)
Singaianapalya Phoenix,421,106,POINT (77.69531 12.9956)
Singanayakanahalli,12,6,POINT (77.56533 13.14762)
Singanayakanahalli Gate,315,79,POINT (77.56972 13.14767)
Singapura,139,9,POINT (77.53823 13.07975)
Singapura LT,23,6,POINT (77.53999 13.07498)
Singarahalli,2,1,POINT (77.62534 13.22683)
Singarapura,127,20,POINT (77.74372 13.09957)
Singasandra,1245,149,POINT (77.64651 12.87886)
Singasandra FLY,185,13,POINT (77.64708 12.87741)
Singasandra Kolifarm,6,1,POINT (77.69714 12.68518)
Singena Agrahara,5,4,POINT (77.7161 12.83766)
Singena Agrahara Cross,46,16,POINT (77.719 12.83499)
Singena Agrahara Cross Fruits Market,84,34,POINT (77.68732 12.84243)
Sipgere Gate,20,5,POINT (77.57724 12.82207)
Sir M Vishweshwaraiah Layout 9th Blk Mallathahalli,14,2,POINT (77.49535 12.96245)
Sir M Vishweshwaraiah Railway Station,682,13,POINT (77.64109 12.99835)
Sirsi Circle,1678,251,POINT (77.55686 12.96038)
Sirsi Circle 1,30,7,POINT (77.55694 12.96031)
Sivanchetty Gardens,1,1,POINT (77.61539 12.98966)
Skylark Arcadia Sadaramangala,27,3,POINT (77.73549 13.00637)
Soladevanahalli,2,2,POINT (77.3509 13.00808)
Soladevanahalli Police Station,239,51,POINT (77.48897 13.09335)
Sollepura,20,7,POINT (77.75638 12.83008)
Solur,8,5,POINT (77.84313 13.07085)
Solur Gate,60,8,POINT (77.6563 13.26996)
Solur Hassan Road,1,1,POINT (77.24483 13.07326)
Solur Railway Station,1,1,POINT (77.25698 13.06514)
Somalapura,2,1,POINT (77.86114 12.9689)
Somanahalli,36,6,POINT (77.50359 12.77267)
Somanahalli Gate,238,44,POINT (77.49675 12.78052)
Somasandra Palya,14,6,POINT (77.65121 12.89881)
Somasandra palya  Lake,5,2,POINT (77.64863 12.89949)
Somashettyhalli,4,2,POINT (77.52117 13.08733)
Somashettyhalli Cross,27,8,POINT (77.51724 13.08147)
Somasundra Palya Lake,1,1,POINT (77.64881 12.89955)
Somathanahalli,2,1,POINT (77.76858 13.16917)
Somathanahalli Gate,19,5,POINT (77.76021 13.17112)
Someshwara Colony Magadi,3,2,POINT (77.20795 12.96417)
Sompura,1,1,POINT (77.4966 12.87766)
Sompura Gate,580,62,POINT (77.77213 12.86207)
Sompura Tumakur Road,20,2,POINT (77.25163 13.21814)
Sonadenahalli Gate,11,6,POINT (77.80763 13.08776)
Sonadenahalli Hosakote,1,1,POINT (77.80607 13.08995)
Sonal Garments Laggere Cross,112,14,POINT (77.52642 13.02158)
Sonare Doddy,3,1,POINT (77.51949 12.70958)
Sondekoppa,110,16,POINT (77.38432 13.02102)
Sondekoppa Circle,7,1,POINT (77.39476 13.09289)
Sondekoppa Circle Nelamangala,109,18,POINT (77.39483 13.09223)
Sondekoppa Cross,2,2,POINT (77.35086 13.01946)
Sonnallipura,50,5,POINT (77.78983 13.13466)
Sonnappanahalli,167,33,POINT (77.66576 13.10764)
Sonnenahalli,350,43,POINT (77.47913 12.94205)
Sonnenahalli Bridge,252,22,POINT (77.48285 12.94208)
Sonnenahalli Govt Hospital,35,17,POINT (77.50225 13.19344)
Sonnur Gate,6,4,POINT (77.89364 12.8911)
Sony World 100ft Road  Koramangala,442,34,POINT (77.62766 12.93793)
Sony World 80ft Road Koramangala,271,27,POINT (77.62639 12.93782)
Sophiya School,468,49,POINT (77.58934 12.98573)
Sophiya School (KIA),174,7,POINT (77.58971 12.98586)
Sorahunse,11,3,POINT (77.75419 12.94666)
Sorahunse Gate,63,17,POINT (77.75094 12.94331)
Soukya Hospital Junction,36,16,POINT (77.78205 12.98795)
South End Circle,730,77,POINT (77.58016 12.93625)
Sowdamini Kalyana Mantapa,395,43,POINT (77.56663 12.88386)
Sowthegowdanahalli,85,2,POINT (77.7304 13.23103)
Spriling School,80,13,POINT (77.74417 13.13772)
Sri Adishakthi Temple,7,2,POINT (77.58514 12.8556)
Sri Banashankari Layout,54,29,POINT (77.55796 13.17154)
Sri Bhuvaneshwari Nagara,8,2,POINT (77.60257 13.0552)
Sri Mata Amritanandamayi Ashram,1,1,POINT (77.48666 12.94607)
Sri Rakum School,1,1,POINT (77.58931 13.1949)
Sri Rama Devastan Vanakanahalli,6,1,POINT (77.69514 12.67168)
Sri Ramadevasthana,8,3,POINT (77.69834 12.70916)
Sri Ramanahalli,257,39,POINT (77.56285 13.19505)
Sri Ramapura,45,12,POINT (77.62003 13.06588)
Sri Sai Packaging Company,1,1,POINT (77.46319 12.99764)
Sri Shiradi Sai Temple,13,4,POINT (77.45057 12.91364)
Sri Swananda Ashrama,32,5,POINT (77.49423 12.84396)
Sri Venkateshwara Nagara,7,5,POINT (77.61888 13.07482)
Sridhara Gudda,59,12,POINT (77.48766 12.8992)
Srigandha Nagara,3,1,POINT (77.51009 13.00399)
Srigandhada Kaval,57,6,POINT (77.50174 12.97871)
Srikanteshwara Park,82,7,POINT (77.55377 12.92648)
Srinagara Bus Station,149,11,POINT (77.55479 12.94425)
Srinavasa Temple,349,32,POINT (77.54508 13.00831)
Srinidhi Hotel,5,1,POINT (77.64728 13.01175)
Srinivasa Kalyana Mantapa,226,12,POINT (77.54438 12.926)
Srinivasa Nagara,525,36,POINT (77.55687 12.93816)
Srinivasa Nagara PattegarPalya,78,5,POINT (77.52346 12.97649)
Srinivasa Saligrama,2,1,POINT (77.41071 12.90122)
Srinivasa Temple,163,15,POINT (77.54499 13.00835)
Srinivasapura Colony,1,1,POINT (77.35051 13.08125)
Srinivasapura Cross,525,71,POINT (77.36469 13.07511)
Srinivasapura Kogilu,420,45,POINT (77.62349 13.10349)
Srinivasapura Nelamangala,1,1,POINT (77.34075 13.08512)
Srinivasapura Uttarahalli Road,20,2,POINT (77.51091 12.90129)
Sriram Properties,99,21,POINT (77.78464 12.81068)
Srirama Layout Avalahalli Road,84,13,POINT (77.72935 13.0397)
Srirama Reddy Layout,67,7,POINT (77.68157 12.97175)
Sriramapura Bommasandra Road,140,13,POINT (77.66218 12.80234)
Sriramapura Circle,52,16,POINT (77.60981 13.06668)
Sriramapura Colony,3,3,POINT (77.31241 13.02285)
Sriramapura Cross,50,15,POINT (77.61311 13.06771)
Sriramapura OMEX,2,2,POINT (77.66592 12.80323)
Srirangam Silk House HSR Layout,296,5,POINT (77.63521 12.91245)
St Bentic School,30,7,POINT (77.45876 12.88709)
St Clare School,14,5,POINT (77.44773 12.91462)
St Francis School,257,34,POINT (77.62563 12.8888)
St Johns High School Thomas Cafe,4,2,POINT (77.60995 12.99458)
St Johns Hospital,1398,204,POINT (77.61594 12.92933)
St Johns School Thamos Cafe,3,3,POINT (77.61155 12.99165)
St Joseph Boys High School Musuem Road,127,12,POINT (77.6044 12.97193)
St Joseph College,761,127,POINT (77.60368 12.97036)
St Joseph's High School,7,2,POINT (77.70545 12.69719)
St Josephine School Annapoorneshwarinagara,7,3,POINT (77.50569 12.97784)
St Josephs Indian School/ Malya Hospital,929,159,POINT (77.5943 12.97052)
St Marthas Hospital,1790,235,POINT (77.58716 12.96945)
St Marys School,199,33,POINT (77.60954 12.84573)
St Patrick Church,353,24,POINT (77.60517 12.97023)
St Vincent Palloti School,6,5,POINT (77.65093 13.03196)
St francis College,291,48,POINT (77.63124 12.92432)
St joseph CBSE Gate-2,1,1,POINT (77.59523 12.97164)
State Bank India Garage,137,9,POINT (77.6015 12.97435)
State Bank of India,744,65,POINT (77.55345 13.04999)
Steel Factory Banasawadi,426,20,POINT (77.64934 13.01306)
Sterling Apartment,49,10,POINT (77.58834 13.05778)
Stone Factory,32,5,POINT (77.4977 12.84427)
Subbaiah Circle,740,73,POINT (77.59102 12.96258)
Subbanna Garden,14,5,POINT (77.53225 12.96464)
Subbarayappanapalya 1,2,2,POINT (77.42019 12.87871)
Subbarayappanapalya Cross,151,49,POINT (77.43769 12.88926)
Subbayyanapalya/Ayyappa Temple,534,46,POINT (77.64093 13.00755)
Subhashnagara Hosa Road,10,2,POINT (77.63833 12.87083)
Subramanya Swamy Temple,628,54,POINT (77.562 12.94171)
Subramanyanagara,60,9,POINT (77.56136 13.00415)
Subramanyanagara Police Station,32,5,POINT (77.55341 13.0034)
Subramanyanagara Thyamagondlu,29,4,POINT (77.31258 13.21181)
Subramanyapura KEB,111,18,POINT (77.54636 12.89758)
Subramanyapura Police Station,135,20,POINT (77.54414 12.90144)
Subramanyapura Post Office,136,21,POINT (77.54391 12.89884)
Sudduguntepalya,14,2,POINT (77.60988 12.93123)
Sugalla,8,2,POINT (77.63244 13.25756)
Sugaturu,17,2,POINT (77.83283 13.25697)
Sugganahalli,4,3,POINT (77.31889 12.79946)
Sugganahalli Circle,3,2,POINT (77.31467 12.80091)
Suggatta,4,3,POINT (77.60332 13.14464)
Sujatha Talkies,941,66,POINT (77.56234 12.98262)
Sulibele,133,8,POINT (77.80293 13.18673)
Sulibele KEB,236,9,POINT (77.80023 13.18552)
Sulibele Quarters,30,3,POINT (77.80538 13.18904)
Sulikere,145,5,POINT (77.44814 12.93916)
Sulikere Cross,221,9,POINT (77.44652 12.93479)
Sulikere Palya,49,2,POINT (77.44959 12.94457)
Sulikunte,537,55,POINT (77.72851 12.89228)
Sulivara,26,8,POINT (77.36218 12.90299)
Sulivara Cross,46,15,POINT (77.36759 12.90248)
Sultan palya,207,15,POINT (77.60409 13.02654)
Sultanpalya Cross Pushpanjali Talkies,652,34,POINT (77.60242 13.02211)
Summanahalli,1788,226,POINT (77.51962 12.98848)
Sumuka Layout,40,16,POINT (77.6999 12.85481)
Sun Shine School,34,9,POINT (77.66821 13.03088)
Sun Valley Public School Thimmsandra,186,15,POINT (77.77387 13.12852)
