name,trip_count,route_count,id,geometry
Nelamangala Cement Factory,10,8,4ht,POINT (77.37748 13.09212)
Nelamangala Cement Factory,7,6,j,POINT (77.37756 13.09184)
Nelamangala Court,86,13,2ec,POINT (77.39389 13.08805)
Nelamangala Court,19,3,60f,POINT (77.39384 13.08793)
Nelamangala Hunasemara,60,18,5t7,POINT (77.39073 13.10062)
Nelamangala Hunasemara,28,13,5yi,POINT (77.39083 13.09978)
Nelamangala Hunasemara,44,13,61h,POINT (77.39064 13.10054)
Nelamangala Hunasemara 1,55,17,4q9,POINT (77.39085 13.09991)
Nelamangala Jass Toll,43,7,20m,POINT (77.37417 13.11541)
Nelamangala Jass Toll,13,3,4qi,POINT (77.37524 13.11379)
Nelamangala Railway Station,4,2,5fa,POINT (77.39275 13.11213)
Nelavagilu,2,1,3w2,POINT (77.93585 13.22043)
Nellukunte,5,4,478,POINT (77.54198 13.22212)
Nellukunte,4,3,4b,POINT (77.54186 13.22207)
Neragenahalli,1,1,121,POINT (77.63007 13.23603)
Neragenahalli,3,2,4l4,POINT (77.63003 13.23602)
Neragenahalli Cross,1,1,2sy,POINT (77.62986 13.22897)
Neragenahalli Cross,3,2,5h2,POINT (77.62985 13.229)
Neralemarada Doddi,2,1,66f,POINT (77.49163 12.65868)
Neraluru Gate,209,24,2ff,POINT (77.72844 12.79229)
Neraluru Gate,418,23,544,POINT (77.72813 12.79217)
Nerige,21,7,5if,POINT (77.77684 12.91165)
Neshepalya,1,1,bd,POINT (77.2141 12.93297)
Nethenalli,1,1,t1,POINT (77.22141 12.94232)
Nethravathi Block-05,3,2,44q,POINT (77.62274 12.94553)
Nettakallappa Circle,228,16,30t,POINT (77.57214 12.93949)
Nettakallappa Circle,215,17,5m7,POINT (77.57182 12.93924)
Nettigere,2,1,3ji,POINT (77.49446 12.75892)
Nettigere,4,2,4oj,POINT (77.49443 12.75896)
Nettigere Cross,55,7,4no,POINT (77.48658 12.76129)
Nettigere Cross,107,19,5ax,POINT (77.48671 12.76118)
New Baldwin International School,44,14,1au,POINT (77.73716 13.07263)
New Baldwin International School,70,13,3ie,POINT (77.73721 13.07254)
New Baldwin School,210,8,2bn,POINT (77.65818 13.01433)
New Baldwin School,213,10,2jr,POINT (77.65779 13.01456)
New Byrohalli,6,1,3i,POINT (77.45602 12.91938)
New Gabbadi,44,3,30b,POINT (77.48151 12.71333)
New Gabbadi,61,4,457,POINT (77.48157 12.71352)
New Guddadahalli,863,131,10s,POINT (77.54761 12.95641)
New Guddadahalli,492,74,5ip,POINT (77.54596 12.95587)
New Horizon College,728,36,1ig,POINT (77.69123 12.93544)
New Horizon College,729,37,x7,POINT (77.69054 12.93525)
New Horizon School,190,12,1w2,POINT (77.64142 12.96897)
New Horizon School,204,13,3d5,POINT (77.64129 12.9689)
New MICO Gate,57,13,56o,POINT (77.6583 12.87029)
New MICO Gate,22,8,67s,POINT (77.6583 12.87041)
Nidaghatta,4,1,68b,POINT (77.87034 13.09565)
Nimbekaipura,2,1,1b3,POINT (77.75585 13.05853)
Nimbekaipura Gate,2,1,68n,POINT (77.7596 13.05306)
Nimhans Hospital,664,82,3aa,POINT (77.59824 12.93871)
Nimhans Hospital,1238,172,i6,POINT (77.59775 12.93989)
Nimishamba Temple,182,15,4a5,POINT (77.51778 12.92496)
Nimishamba Temple,156,14,5yl,POINT (77.51798 12.92481)
Ningegowdana Doddy,11,4,609,POINT (77.33393 12.8566)
Ningegowdana Doddy,6,3,7v,POINT (77.33391 12.85664)
Niranjan Genises Apartment,10,3,5em,POINT (77.6232 12.86516)
Nirmala Store,234,26,47p,POINT (77.55957 12.94162)
Nisarga Badavane,3,2,1at,POINT (77.61287 12.78304)
Nisarga Badavane,2,1,1yq,POINT (77.61295 12.78292)
Nisarga Badavane Cross,2,1,4dv,POINT (77.60237 12.78033)
Nisarga Badavane East Gate,5,2,1lt,POINT (77.62163 12.78733)
Nisarga Layout,31,12,3zu,POINT (77.45283 13.07167)
Nisarga Layout,37,14,6dz,POINT (77.4528 13.07161)
Nishane,6,3,1zy,POINT (77.52192 12.73197)
Nishane,4,1,37y,POINT (77.52191 12.73194)
Nithyananda Ashrama,2,1,2i1,POINT (77.37822 12.77785)
Nitte International School,2,1,4rb,POINT (77.55096 13.14794)
Nitte International School,2,1,62l,POINT (77.55091 13.14794)
Nobel Residency,60,10,2pn,POINT (77.61194 12.85876)
Nobel Residency,10,8,3bn,POINT (77.61186 12.85879)
Nobo Nagara,33,5,1f0,POINT (77.59783 12.86809)
Nobo Nagara,4,3,1u2,POINT (77.59783 12.8682)
Noor Nagara,93,20,1o7,POINT (77.63413 13.08003)
Noor Nagara,267,25,3bt,POINT (77.63398 13.08)
North Road,48,6,2ia,POINT (77.57055 12.94816)
North Road,266,20,6ao,POINT (77.57066 12.94828)
North Side Hospital,31,2,4b8,POINT (77.58944 13.06369)
Nosenuru,4,1,231,POINT (77.65034 12.74886)
Nosenuru,3,2,3dc,POINT (77.65036 12.74882)
Nosenuru Cross,4,2,38r,POINT (77.64426 12.74919)
Nosenuru Cross,8,3,6bp,POINT (77.64429 12.74921)
Nrithyagrama,2,2,tb,POINT (77.4588 13.16193)
Nrupathunganagara Chandana Hospital,2,2,33c,POINT (77.50972 12.95823)
Nrupathunganagara Chandana Hospital,1,1,4r1,POINT (77.50939 12.9583)
Nruthyagrama Gate,10,3,27b,POINT (77.47297 13.15417)
Nruthyagrama Gate,5,1,3i5,POINT (77.473 13.15419)
Nursery Farm,27,8,18w,POINT (77.71995 12.829)
Nursery Farm,17,7,z7,POINT (77.71973 12.82884)
Nursery Maragondanahalli,7,4,1ai,POINT (77.43851 12.93633)
Nursery Maragondanahalli,96,2,6bt,POINT (77.43844 12.93632)
Nursery Nelamangala,340,42,1tc,POINT (77.40928 13.09011)
Nursery Nelamangala,385,35,2q9,POINT (77.40945 13.09008)
Nyanappanahalli Arakere,2,1,6a,POINT (77.61414 12.87913)
Nyaya Degula,1,1,3hy,POINT (77.59038 12.95419)
OB Chudanahalli,2,1,5hu,POINT (77.52058 12.81786)
OB Chudanahalli,7,2,5ys,POINT (77.52054 12.81789)
OMBR Layout,5,1,3m9,POINT (77.65233 13.00824)
OMEX Circle,40,7,6ea,POINT (77.66117 12.79879)
OMEX Circle Sriramapura,99,7,31h,POINT (77.66107 12.7992)
OTC Circle,1,1,2og,POINT (77.63086 12.78132)
OTC Circle,33,11,zt,POINT (77.63076 12.78123)
Oasis School,7,2,33r,POINT (77.66634 13.08934)
Oasis School,6,4,4n,POINT (77.66676 13.0894)
Obalapura Gate,20,11,4qp,POINT (77.8241 12.95627)
Obalapura Gate,29,6,ii,POINT (77.82408 12.95626)
Oil Mill Road Junction,53,7,1fh,POINT (77.63535 13.01274)
Okalipura,668,59,21l,POINT (77.56837 12.98267)
Okalipura,868,82,2m1,POINT (77.56783 12.98229)
Okalipura,8,1,5wz,POINT (77.56813 12.98284)
Old Baiyappanahalli,126,4,2c5,POINT (77.64424 12.99431)
Old Baiyappanahalli,127,7,3fj,POINT (77.64414 12.99432)
Om Shakthi Temple,2,2,3d9,POINT (77.66814 13.03955)
Om Shakthi Temple,11,2,44j,POINT (77.6681 13.03961)
Om Shree Circle,12,5,1i7,POINT (77.79366 13.06917)
Om Shree Circle,2,1,4zs,POINT (77.79353 13.06903)
Omkar Hills,61,5,2wh,POINT (77.50457 12.90478)
Omkar Hills,80,10,ui,POINT (77.50463 12.90474)
Onti Mane,19,2,2cv,POINT (77.55114 12.84384)
Orion Mall Malleshwaram,4,3,26b,POINT (77.55451 13.01072)
Orion Mall Malleshwaram,10,1,4e4,POINT (77.55439 13.01123)
Out Door Clothing Company,1,1,rt,POINT (77.51709 13.02301)
Oxford Medical College Yadavanahalli,8,2,50j,POINT (77.75776 12.78964)
P and T Colony,20,3,60w,POINT (77.60525 13.02466)
P and T Quarters,162,8,20b,POINT (77.6046 13.0215)
P and T Quarters,263,8,51c,POINT (77.60454 13.02155)
PAPAS Trading PVT LTD,2,1,4xf,POINT (77.59422 12.89154)
PES College,148,20,3le,POINT (77.53674 12.93522)
PES College,403,22,a3,POINT (77.53707 12.93489)
PES College Hostel Kasavanahalli,5,3,jj,POINT (77.67327 12.89485)
PES College Kasavanahalli,3,2,3dw,POINT (77.67249 12.89534)
PVP School,247,27,1dd,POINT (77.49715 12.94882)
PVP School,249,23,4u2,POINT (77.49716 12.9484)
Paaduka Mandira,7,1,3kg,POINT (77.53164 12.89616)
Paakegowdanapalya,1,1,2e3,POINT (77.51056 13.11447)
Paakegowdanapalya,10,2,4yt,POINT (77.51063 13.11443)
Pachepalya,2,1,5py,POINT (77.36083 12.88406)
Pachepalya Cross,28,11,13v,POINT (77.35834 12.88539)
Pachepalya Cross,10,4,5cx,POINT (77.35822 12.88548)
Padmanabha Nagara,132,10,4om,POINT (77.55964 12.91811)
Padmanabha Nagara,123,12,6dn,POINT (77.55968 12.91824)
Padmanabha Nagara Rock,25,1,5n0,POINT (77.55743 12.91845)
Padmanabha Nagara Rock,1,1,5yo,POINT (77.55737 12.91845)
PalPaldinne,2,1,29i,POINT (77.5424 13.38783)
Palace Ground,631,81,4jl,POINT (77.58399 13.01061)
Palace Ground,834,126,5m1,POINT (77.58378 13.01057)
Palanahalli Gate,623,94,4kj,POINT (77.60807 13.11708)
Palanahalli Gate,357,68,5uf,POINT (77.60847 13.11678)
Palanajogahalli Church,4,2,4dc,POINT (77.53562 13.31993)
Palanajogahalli Church,14,1,4yg,POINT (77.53553 13.31987)
Pallavi Talkies,783,80,c4,POINT (77.59102 12.9679)
Palpaldinne,14,1,3ya,POINT (77.54237 13.3878)
Palya Gate,159,14,61g,POINT (77.68249 13.22143)
Palya Gate,203,24,68d,POINT (77.68232 13.22145)
Panathuru,16,4,615,POINT (77.70368 12.93657)
Panathuru Circle,3,1,47h,POINT (77.7058 12.93561)
Panathuru Dinne,4,2,592,POINT (77.71296 12.92931)
Panathuru Dinne,3,1,ob,POINT (77.71295 12.92927)
Panchasheela Nagara,5,1,6c4,POINT (77.52051 12.97437)
Pandithana Agrahara,3,1,nm,POINT (77.82744 12.88201)
Pandithana Agrahara Junction,10,4,2xp,POINT (77.81592 12.88504)
Pandithana Agrahara Junction,23,8,3m8,POINT (77.81578 12.88486)
Pandurangapura,8,6,1qs,POINT (77.66061 13.26936)
Pandurangapura,52,2,pf,POINT (77.66056 13.2695)
Pankaj Dairy,13,3,2kc,POINT (77.62385 12.99591)
Pankaj Dairy,22,3,jr,POINT (77.62348 12.99543)
Papaiahnapalya,4,2,3i2,POINT (77.40408 13.06565)
Papaiahnapalya,3,3,gl,POINT (77.40414 13.06567)
Papanahalli,9,1,22,POINT (77.80214 13.21391)
Papanahalli,9,2,lr,POINT (77.80222 13.21389)
Papanahalli Gate,50,2,14f,POINT (77.79454 13.18865)
Papanahalli Gate,43,1,2l8,POINT (77.79465 13.18862)
Papanahalli Gate,10,2,5e9,POINT (77.79459 13.18867)
Papareddypalya,166,16,1f5,POINT (77.50772 12.97202)
Papareddypalya,149,18,65n,POINT (77.50797 12.9722)
Parachute,1,1,63m,POINT (77.59603 13.01183)
Paramanahalli,2,1,3qh,POINT (77.84304 13.00853)
Paramanahalli,7,5,8t,POINT (77.84306 13.00855)
Parangipalya,87,4,2va,POINT (77.6493 12.9089)
Parangipalya,74,2,40o,POINT (77.64933 12.90906)
Parangipalya Cross,3,1,1du,POINT (77.65178 12.90835)
Parangipalya Cross,7,2,5r3,POINT (77.65182 12.9084)
Parappana Agrahara,4,2,ir,POINT (77.65777 12.88102)
Parasanapalya,9,2,1c7,POINT (77.43741 12.79938)
Parasanapalya,5,3,5j4,POINT (77.43749 12.79936)
Parvatapura Devanahalli,12,8,28h,POINT (77.71211 13.25749)
Parvatapura Devanahalli,52,2,xf,POINT (77.712 13.25752)
Parvathi Nagara,187,9,1m4,POINT (77.52032 13.01629)
Parvathi Nagara,104,9,5a8,POINT (77.5203 13.01623)
Parvathipura,28,13,2yl,POINT (77.56627 13.17275)
Parvathipura,56,26,605,POINT (77.56616 13.17274)
Passport Office Koramangala,10,5,480,POINT (77.61871 12.94573)
Passport Office Koramangala,77,11,4gy,POINT (77.61923 12.94545)
Patalamma Temple,111,13,21h,POINT (77.53014 12.90477)
Patalamma Temple,74,19,4ta,POINT (77.56991 13.18343)
Patalamma Temple,37,16,67n,POINT (77.56988 13.18344)
Patalamma Temple,63,7,sy,POINT (77.53011 12.90481)
Patel Pillegowda Layout,16,3,2ht,POINT (77.55275 13.06546)
Patel Pillegowda Layout,2,2,6b7,POINT (77.55267 13.06546)
Patel Public School Kalyananagara,34,7,2tr,POINT (77.64233 13.01387)
Patel Public School Kalyananagara,39,9,4ce,POINT (77.64251 13.01364)
Patel Thota Aluru,28,2,1lx,POINT (77.45976 13.08046)
Patel Thota Aluru,8,4,69g,POINT (77.45963 13.08044)
Patelappa Layout,1,1,5jw,POINT (77.57266 13.04629)
Pattanagere,2,1,2uz,POINT (77.51167 12.91986)
Pattanagere,10,2,5b8,POINT (77.51177 12.91984)
Pattanagere Jayanna Circle,63,1,dq,POINT (77.51434 12.92633)
Pattanagere Jayanna Circle,367,34,og,POINT (77.51466 12.92644)
Pattandur Agrahara Gate,634,64,1i0,POINT (77.73366 12.9878)
Pattandur Agrahara Gate,574,78,55j,POINT (77.73354 12.98803)
Pattareddypalya,88,12,33o,POINT (77.50537 12.79444)
Pattareddypalya,156,34,404,POINT (77.50544 12.79451)
Pattegarpalya Circle,41,4,129,POINT (77.52607 12.97628)
Pattegarpalya Circle,38,2,5mr,POINT (77.52588 12.97632)
Peddanahalli,6,4,1dt,POINT (77.64813 13.24659)
Peddanahalli,8,2,49e,POINT (77.64812 13.24693)
Peddanapalya,16,5,40k,POINT (77.38932 12.95861)
Peddanapalya,2,1,4qm,POINT (77.38925 12.95876)
Peddanapalya,1,1,5xe,POINT (77.38911 12.95965)
Peddanapalya Cross,31,9,1bw,POINT (77.38862 12.96762)
Peddanapalya Cross,62,16,5wj,POINT (77.38892 12.96761)
Peenya 14th Cross,482,33,4g9,POINT (77.50559 13.01662)
Peenya 14th Cross,1,1,sa,POINT (77.50539 13.0166)
Peenya 14th cross,471,45,4nb,POINT (77.50566 13.01646)
Peenya 2nd Stage,788,64,5mt,POINT (77.5068 13.01098)
Peenya 2nd stage,282,26,2kx,POINT (77.50694 13.01094)
Peenya Industry Metro Station,649,95,4ub,POINT (77.52613 13.03556)
Peenya Industry Metro Station,685,75,rg,POINT (77.52579 13.03599)
Peenya Metro Station,678,73,1ak,POINT (77.53297 13.03299)
Peenya Metro Station,1,1,3q0,POINT (77.53336 13.03293)
Peenya Satellite Bus Station,7,2,56m,POINT (77.52554 13.04409)
Peenya Satellite Bus Station (Basaveshwara),36,9,4ax,POINT (77.5253 13.04375)
Pepsi Factory,13,3,2a7,POINT (77.34524 13.14333)
Pepsi Factory,42,6,2zy,POINT (77.34502 13.14395)
Pepsi Gate,50,20,1vt,POINT (77.4394 12.87243)
Pepsi Gate,165,29,3wo,POINT (77.43943 12.87197)
Periyar Nagara Circle,294,36,5zh,POINT (77.6132 13.00849)
Periyar Nagara Circle,172,28,xm,POINT (77.61328 13.00853)
Pethanahalli Tank,5,3,3vm,POINT (77.79514 13.04842)
Pettanahalli,3,2,4tu,POINT (77.79206 13.0513)
Pettanahalli Apartment,3,2,3p0,POINT (77.78931 13.0512)
Pettanahalli Cross,14,6,10x,POINT (77.78479 13.0515)
Pettanahalli Cross,5,3,5b3,POINT (77.78474 13.05153)
Philips Millenium Halasuru,8,6,293,POINT (77.62397 12.98182)
Philips Millenium Halasuru,322,77,kh,POINT (77.62443 12.98196)
Philomenas Hospital,216,13,36l,POINT (77.61011 12.96475)
Philomenas Hospital,201,15,ki,POINT (77.61011 12.96508)
Pichaguntarapalya,17,4,1tg,POINT (77.42244 12.80474)
Pichaguntarapalya,19,8,1wz,POINT (77.42245 12.80468)
Pillagumpa Factory Gate,8,4,22w,POINT (77.83515 13.11518)
Pillahalli,5,3,h5,POINT (77.42899 13.10279)
Pillahalli Colony,1,1,50z,POINT (77.43402 13.10435)
Pillahalli Colony,4,2,gh,POINT (77.4341 13.10434)
Pillahalli Cross,23,5,12b,POINT (77.43825 13.11143)
Pillahalli Cross,19,4,48q,POINT (77.43832 13.11149)
Pinto Bore,63,16,3g9,POINT (77.45048 12.8708)
Pinto Bore,16,7,3sd,POINT (77.45046 12.87077)
Pipe Line Park,9,3,5lf,POINT (77.54639 12.97032)
Pipeline Binni Layout,9,3,26n,POINT (77.54513 12.96753)
Pipeline ISRO Layout,3,3,21g,POINT (77.5551 12.89515)
Pipeline ISRO Layout,18,3,hw,POINT (77.55502 12.89514)
Pipeline Vasanthapura,58,6,1u6,POINT (77.55519 12.895)
Pipeline Vasanthapura,42,7,u5,POINT (77.55511 12.89504)
Pitchguntarahalli,2,1,686,POINT (77.88352 13.00018)
Platinum City Apartment SRS,2,1,2wc,POINT (77.53337 13.03492)
Podu Cross,20,4,3q6,POINT (77.63524 12.82553)
Podu Cross,4,1,62s,POINT (77.64159 12.84255)
Podu Cross,3,2,x9,POINT (77.63523 12.82546)
Podu Village,6,2,1aj,POINT (77.63906 12.83281)
Police Quarters,2,1,2so,POINT (77.48882 12.9232)
Police Quarters,1,1,3be,POINT (77.48896 12.92326)
Pooja Garden,15,3,1wg,POINT (77.67742 13.03898)
Pooja Garden,5,2,49k,POINT (77.67756 13.03889)
Poojena Agahara Dinne,1,1,275,POINT (77.79574 13.03714)
Poojena Agahara Dinne,2,1,4mc,POINT (77.79583 13.03714)
Poojena Agrahara,12,5,16p,POINT (77.79306 13.03198)
Poojena Agrahara,2,1,1fo,POINT (77.79304 13.03202)
Poojena Agrahara Cross,12,5,20r,POINT (77.79275 13.03544)
Poojena Agrahara Cross,2,1,62y,POINT (77.79277 13.03539)
Poornaprajna Layout,77,15,31w,POINT (77.53585 12.90882)
Poornaprajna Layout,249,29,4l6,POINT (77.53592 12.90877)
Poornaprajna School,174,25,2ab,POINT (77.65166 13.07538)
Poornaprajna School,84,35,5fr,POINT (77.6515 13.0753)
Poornaprajnalayout NEW Bus Stand,26,3,24i,POINT (77.53647 12.90841)
Poornima Talkies,489,37,50a,POINT (77.58813 12.96082)
Poornima Talkies,105,7,tv,POINT (77.58802 12.96101)
Poorvankara Apartment,86,11,3ap,POINT (77.54208 12.85334)
Poorvankara Apartment,64,2,3mz,POINT (77.54207 12.85356)
Postal and Telecom Colony,294,36,3sm,POINT (77.61602 13.01193)
Postal and Telecom Colony,172,28,47f,POINT (77.61614 13.01201)
Pothalappa Garden,127,7,3y0,POINT (77.60587 12.94962)
Pothalappa Garden,24,4,65p,POINT (77.60597 12.9498)
Pottery Town,1,1,2zr,POINT (77.60852 12.99917)
Poultry Farm,6,1,1z3,POINT (77.47651 13.14925)
Poultry Farm,9,3,521,POINT (77.47669 13.14919)
Prabasnagara,32,5,2qo,POINT (77.57848 12.81157)
Prabasnagara,109,5,3hc,POINT (77.57851 12.81172)
Pramod Layout,1,1,1go,POINT (77.52878 12.93877)
Pramod Layout,6,2,qv,POINT (77.5286 12.93878)
Prarthana School,214,25,1bi,POINT (77.5583 12.91155)
Prarthana School,193,22,1dm,POINT (77.5581 12.91159)
Prasanna Layout,235,22,2nq,POINT (77.49603 12.99618)
Prasanna Theatre,353,48,34h,POINT (77.55288 12.97542)
Prasanna Theatre,356,24,3zr,POINT (77.55234 12.9754)
Prasanna Theatre,864,99,7k,POINT (77.55122 12.97401)
Prashanth Nagara,175,18,1zw,POINT (77.53124 12.97562)
Prashanth Nagara,184,19,3wg,POINT (77.53118 12.97551)
Prashanth Nagara,41,4,4ci,POINT (77.531 12.9762)
Prashanthnagara,38,2,65k,POINT (77.5308 12.97623)
Premium Farm Mandur,69,12,3md,POINT (77.73703 13.07918)
Premium Farm Mandur,45,15,5v3,POINT (77.73699 13.07913)
Press Layout,264,15,1f,POINT (77.4918 12.9509)
Prestige Shantiniketana /Manipal Hospital,197,59,124,POINT (77.72667 12.98916)
Prestige Shantiniketana /Manipal Hospital,219,43,5ju,POINT (77.72844 12.98872)
Primus Public School,2,2,335,POINT (77.69601 12.88838)
Priyadarshini Layout,184,19,16z,POINT (77.52676 12.97112)
Priyadarshini Layout,175,18,3hh,POINT (77.52681 12.97128)
Priyanka Nagar Cross,8,2,363,POINT (77.72019 13.01667)
Priyanka Nagar Cross,1,1,4hd,POINT (77.72025 13.0167)
Provident Sunworth Apartment,25,2,22h,POINT (77.47082 12.88209)
Pujaganapalya,3,1,5mk,POINT (77.6097 12.7509)
Pujanahalli Gate,12,4,4px,POINT (77.65068 13.21703)
Pujanahalli Gate,6,4,c3,POINT (77.65078 13.21702)
Puneethrajakumar Circle,6,1,529,POINT (77.65461 13.03994)
Punugumaranahalli,10,1,28j,POINT (77.40344 12.91667)
Punugumaranahalli,7,1,5yw,POINT (77.40336 12.91665)
Punugumaranahalli Cross,33,5,5z1,POINT (77.40004 12.92905)
Punugumaranahalli Cross,14,3,6w,POINT (77.39996 12.92893)
Pura,1,1,1pd,POINT (77.88498 12.94025)
Pura,9,4,4gq,POINT (77.88498 12.94028)
Puradapalya Cross,16,5,29n,POINT (77.38118 12.94698)
Puradapalya Cross,2,1,472,POINT (77.3811 12.94694)
Purushanahalli,1,1,3db,POINT (77.3925 13.23747)
Purvankara Northern Destiny Bellahalli,93,20,4kn,POINT (77.63604 13.09606)
Purvankara Northern Destiny Bellahalli,259,23,5we,POINT (77.63587 13.09583)
Pushpanjali Talkies,39,2,2ae,POINT (77.54616 12.99136)
Puttaiahnapalya,1,1,fg,POINT (77.41044 12.95685)
Puttaiahnapalya Cross,33,5,3wr,POINT (77.40683 12.96)
Puttaiahnapalya Cross,8,3,4fh,POINT (77.40678 12.95986)
Puttenahalli,627,97,49r,POINT (77.58022 13.10995)
Puttenahalli,2,1,4nt,POINT (77.58588 12.89685)
Puttenahalli,183,50,5hk,POINT (77.58024 13.11016)
Puttenahalli,2,2,5n9,POINT (77.42657 13.20894)
Puttenahalli,146,6,660,POINT (77.58264 12.898)
Puttenahalli,40,2,n3,POINT (77.58613 12.89688)
Puttenahallipalya,146,6,5fq,POINT (77.58173 12.89562)
QFB Hotel,3,1,31k,POINT (77.71096 13.14822)
R V Dental College,209,16,4f8,POINT (77.58579 12.90988)
R V Dental College,61,2,m9,POINT (77.58547 12.91046)
R V Metro Station,30,1,3li,POINT (77.58018 12.92179)
R V Teachers College,224,21,2dn,POINT (77.57999 12.94486)
R V Teachers College,357,25,2tm,POINT (77.58012 12.94447)
RBANMS College,7,1,1v8,POINT (77.61453 12.98087)
RBANMS College,3,2,v8,POINT (77.61586 12.98074)
RBI Layout,218,15,2m5,POINT (77.58192 12.88801)
RBI Layout,143,6,44,POINT (77.5819 12.88801)
RBI Layout,38,1,6cm,POINT (77.58191 12.89004)
RBI Quarters Cunningham Road,1,1,3h3,POINT (77.5959 12.98947)
RC College,23,11,2zz,POINT (77.58696 12.98416)
RC College,86,23,4ly,POINT (77.58679 12.98398)
RH Farm,4,1,2ek,POINT (77.49761 13.26713)
RINAC Factory Marenahalli,22,4,14u,POINT (77.36582 12.97478)
RINAC Factory Marenahalli,43,10,b,POINT (77.36603 12.97476)
RK Apartment,7,4,1hd,POINT (77.66531 13.01465)
RK Apartment,65,8,4c0,POINT (77.66526 13.01459)
RK Farm,118,12,3kp,POINT (77.70372 12.75921)
RK Farm,125,13,5fn,POINT (77.70379 12.75903)
RK Hegde Nagara,303,29,14p,POINT (77.63359 13.0714)
RK Hegde Nagara,127,26,eo,POINT (77.63376 13.07161)
RK Medical,10,7,2vg,POINT (77.65832 13.02331)
RK Medical,39,8,6a3,POINT (77.65781 13.02255)
RK Township,2,2,4fi,POINT (77.6701 12.80608)
RL Jalappa Campus,3,1,3rw,POINT (77.52437 13.30058)
RM Guttahalli,930,88,3br,POINT (77.58425 13.00009)
RM Guttahalli,966,128,3v0,POINT (77.58392 12.99977)
RMC Yard (Yashawanthapura New Railway Station),681,98,qf,POINT (77.54877 13.02366)
RMC Yard (Yeshawanthapura New Railway Station),691,83,1gz,POINT (77.54776 13.02462)
RMG Factory,134,8,5m3,POINT (77.51708 13.07605)
RMG Factory,130,7,js,POINT (77.51712 13.07601)
RMS Sanjayanagara,196,6,3dl,POINT (77.57426 13.03772)
RMS Sanjayanagara,221,10,5kf,POINT (77.57425 13.0378)
RMV 2nd Stage,180,6,48n,POINT (77.58006 13.04247)
RMV 2nd Stage,197,8,6bs,POINT (77.5801 13.04245)
RR Medical College,158,54,12r,POINT (77.46058 12.89633)
RR Medical College,1,1,3fd,POINT (77.46185 12.8969)
RR Medical College,423,88,3su,POINT (77.46084 12.89618)
RR Nagara Petrol Bunk,247,24,2l3,POINT (77.51626 12.93275)
RR Nagara Petrol Bunk,222,17,4wk,POINT (77.51614 12.93281)
RR School,232,22,1uu,POINT (77.51413 12.92776)
RR School,221,16,2jf,POINT (77.51404 12.92778)
RR Temple,228,17,1jt,POINT (77.51103 12.92677)
RR Temple,240,23,51n,POINT (77.51112 12.92681)
RT Nagara Police Station,348,27,166,POINT (77.59288 13.02424)
RT Nagara Police Station,189,12,22k,POINT (77.59301 13.02566)
RT Nagara Police Station,151,5,2mt,POINT (77.59321 13.02495)
RT Nagara Police Station,18,4,5q5,POINT (77.59282 13.02496)
RT Nagara Post Office,50,1,2zm,POINT (77.59245 13.0219)
RTN Post Office,248,22,53p,POINT (77.59251 13.022)
RTO Office Chikkaballapura,6,1,38l,POINT (77.72626 13.38317)
RTO Office Vishweshwaraiah Layout,1,1,45s,POINT (77.4868 12.9613)
RTO Office Vishweshwaraiah Layout,8,1,yo,POINT (77.48685 12.96133)
RTO Office Yelahanka,2,1,12h,POINT (77.55615 13.15119)
RTO Office Yelahanka,10,5,43,POINT (77.55618 13.15115)
RV College,449,87,23p,POINT (77.49936 12.92521)
RV College,100,45,5xu,POINT (77.49918 12.92529)
RV Dental College,23,1,1w3,POINT (77.5863 12.91054)
RV Dental College,212,10,cl,POINT (77.5857 12.91137)
RWB Gate Kengeri (Kengeri Work shop),32,4,3sa,POINT (77.47574 12.90405)
RWB Gate Kengeri (Kengeri Work shop),6,2,y9,POINT (77.4757 12.904)
Rachammanahalli,5,3,43a,POINT (77.73924 12.72289)
Rachenahalli,24,3,2bz,POINT (77.62407 13.05878)
Rachenahalli,23,6,5nw,POINT (77.62404 13.05879)
Rachenahalli Cross,1,1,4hc,POINT (77.61929 13.05913)
Rachenalli Lake Park Dasarahalli,2,1,475,POINT (77.60963 13.06559)
Radhareddy Layout,293,38,26q,POINT (77.6897 12.90883)
Radhareddy Layout,275,24,26t,POINT (77.68985 12.90869)
Radiant Redwood Apartment Koppa Road,60,10,2qw,POINT (77.61084 12.85676)
Radiant Redwood Apartment Koppa Road,6,5,3rp,POINT (77.61073 12.85673)
Raghavendra Circle,9,5,11w,POINT (77.67428 13.01994)
Raghavendra Circle,65,8,1an,POINT (77.67445 13.01994)
Raghavendra Colony,11,2,4w6,POINT (77.55941 12.95773)
Raghavendra Dhama,1,1,3ma,POINT (77.51487 13.11473)
Raghavendra Dhama,10,2,3uz,POINT (77.51473 13.11463)
Raghavendra Dhama,6,3,ft,POINT (77.51484 13.11472)
Raghavendra Layout,7,4,4hf,POINT (77.43858 12.99386)
Raghavendra Layout,7,2,5wt,POINT (77.43866 12.99388)
Raghavendra Tent,98,6,4nm,POINT (77.78215 13.07959)
Raghavendra Tent,99,13,5qw,POINT (77.78213 13.07952)
Raghunathapura Doddaballapura,50,1,2kv,POINT (77.57724 13.28869)
Raghunathapura Doddaballapura,4,3,3du,POINT (77.57741 13.28862)
Raghuvanahalli Cross,285,66,2uj,POINT (77.54621 12.88067)
