name,trip_count,route_count,id,geometry
Dubasipalya Cross,100,45,3sy,POINT (77.49583 12.9229)
Dudapanahalli,18,2,2u5,POINT (77.29614 12.96021)
Dudapanahalli,34,8,5sc,POINT (77.29642 12.96018)
Durga Bakery Mallathahallli,14,2,410,POINT (77.50162 12.96098)
Durga Parameshwari Temple,268,15,1kb,POINT (77.55979 13.08182)
Durga Parameshwari Temple,268,27,5st,POINT (77.55975 13.08182)
Dwaraka Layout,1,1,146,POINT (77.52335 12.90002)
Dwaraka Nagara,92,7,20i,POINT (77.49516 13.08783)
Dwaraka Nagara,103,22,4lz,POINT (77.61816 13.12125)
Dwaraka Nagara,269,27,55c,POINT (77.61808 13.12136)
Dwaraka Nagara,106,16,5vv,POINT (77.49515 13.0878)
Dyavalingaiahnapalya,3,1,56u,POINT (77.41591 12.85026)
Dyavarahalli,1,1,1hl,POINT (77.59911 13.23979)
Dyavarahalli Cross,6,3,3dd,POINT (77.60747 13.23135)
Dyavarahalli Gate,2,2,2sf,POINT (77.60738 13.23138)
Dyavasandra,4,1,2sl,POINT (77.648 12.75752)
Dyavasandra,3,2,7n,POINT (77.64803 12.75753)
Dyavasandra Cross,4,2,1m3,POINT (77.64044 12.75791)
Dyavasandra Cross,11,4,3m2,POINT (77.64048 12.75797)
E Hosuru,6,3,ud,POINT (77.60587 13.22706)
E Muthsandra,4,2,14w,POINT (77.81562 13.14543)
ELC NICE Road,64,2,1f9,POINT (77.6588 12.85824)
ELC NICE Road,86,11,3q9,POINT (77.65885 12.85806)
ELC Toll Point,34,2,5ge,POINT (77.67184 12.84621)
EMC2,487,28,3v8,POINT (77.69301 12.98256)
EMC2,585,39,3xu,POINT (77.69288 12.98239)
ESI Hospital Indiranagara,9,1,6db,POINT (77.63627 12.97136)
ESI Hospital Rajajinagara,270,18,2vl,POINT (77.55258 12.99069)
ESI Hospital Rajajinagara,156,10,412,POINT (77.55084 12.99101)
ESI Hospital Rajajinagara,160,6,5vg,POINT (77.55091 12.99075)
ESI Hospital Rajajinagara,442,32,5zn,POINT (77.55256 12.99041)
ESI Hospital White Field,6,1,48h,POINT (77.70641 12.99076)
Eagleton Resort,18,7,4vg,POINT (77.41626 12.81054)
Eagleton Resort,17,4,5fz,POINT (77.41626 12.81067)
East End Jayanagara,643,48,3ri,POINT (77.59739 12.91684)
East End Jayanagara,558,31,3t3,POINT (77.59629 12.91671)
East End Jayanagara,140,18,t3,POINT (77.59683 12.91709)
East Point College,2,1,13r,POINT (77.71401 13.05085)
East Point College,37,11,1hv,POINT (77.72002 13.05001)
East Point College,48,3,5ee,POINT (77.71999 13.05014)
East Railway Station,693,81,5ae,POINT (77.61865 13.00143)
East West College Cross,278,43,14c,POINT (77.48629 12.98568)
East West College Cross,395,69,5n3,POINT (77.48632 12.98559)
East West Public School,44,4,3qk,POINT (77.55647 13.00547)
East West Public School,3,2,3zw,POINT (77.55638 13.00556)
Ebenezer International School,5,3,z3,POINT (77.70655 12.83948)
Echalamara Vidyaranyapura,237,13,3ac,POINT (77.55935 13.08)
Echalamara Vidyaranyapura,305,32,3ye,POINT (77.55932 13.08008)
Eco Space,728,36,1su,POINT (77.68049 12.92776)
Eco Space,729,37,3bk,POINT (77.6812 12.92838)
Ejipura,37,4,2f0,POINT (77.62883 12.94669)
Ejipura,58,5,31t,POINT (77.62876 12.94684)
Ejipura School,8,3,5bq,POINT (77.63081 12.94272)
Ejipura School,11,3,hh,POINT (77.63085 12.94257)
ElC City Phase-2 Xavier Institute of Management,10,3,623,POINT (77.67529 12.84756)
Electric B Station,65,9,4ca,POINT (77.61394 12.97405)
Electronic City,68,14,1kd,POINT (77.6707 12.84697)
Electronic City,116,10,2bk,POINT (77.6653 12.84549)
Electronic City,765,54,2lq,POINT (77.6707 12.84756)
Electronic City,71,8,4xh,POINT (77.66543 12.84536)
Electronic City,207,24,53,POINT (77.67049 12.84717)
Electronic City,584,87,61c,POINT (77.67083 12.84815)
Electronic City East Phase-II,9,1,128,POINT (77.68094 12.84498)
Electronic City FLY,42,5,34o,POINT (77.67202 12.84598)
Electronic City FLY,86,5,51d,POINT (77.67068 12.84811)
Electronic City KIA,129,1,4lr,POINT (77.66201 12.85049)
Electronic City PESIT College,653,52,33d,POINT (77.66179 12.85897)
Electronic City PESIT College,465,87,5jh,POINT (77.6624 12.85881)
Electronic City Toll,17,2,5un,POINT (77.66797 12.8458)
Electronic City Wipro Main Gate,341,30,3am,POINT (77.65742 12.83594)
Elgin Floor Mill,238,15,46o,POINT (77.6061 12.95873)
Elgin Floor Mill,18,5,61w,POINT (77.60612 12.95814)
Elmeasure KIADB,4,1,5a3,POINT (77.69361 13.15434)
Embassy School,16,5,53a,POINT (77.59548 13.17391)
Embassy School,9,2,5mh,POINT (77.59547 13.17387)
Eradu Kamba,40,11,27l,POINT (77.45135 12.849)
Eradu Kamba,9,7,92,POINT (77.45135 12.84898)
Eranapalya,4,1,3r8,POINT (77.50189 12.97494)
Escorts,448,88,356,POINT (77.58569 13.10263)
Escorts,173,45,nx,POINT (77.58564 13.10278)
Eshwara Layout,5,1,26h,POINT (77.57564 12.89149)
Eshwara Layout,1,1,4g8,POINT (77.57566 12.89145)
Eshwara Temple Puttayyanapalya,1,1,3kj,POINT (77.41179 12.95336)
Estate Tavarekere,33,5,453,POINT (77.40404 12.95449)
Estate Tavarekere,7,2,4o,POINT (77.40395 12.95436)
Exide Gate,81,15,28u,POINT (77.78537 12.83507)
Exide Gate,22,7,42e,POINT (77.78528 12.83503)
FAZ FARMS,1,1,4f3,POINT (77.66747 13.02553)
Fairland Shop,57,4,21,POINT (77.62531 12.95044)
Fairland Shop,36,3,4u9,POINT (77.62546 12.95041)
Fathima Church,279,18,18l,POINT (77.5415 13.05478)
Fathima Church,370,18,t8,POINT (77.54137 13.05478)
Fire Station Brigade Hulimavu,8,1,5pl,POINT (77.59875 12.87196)
Fire Station Brigade Hulimavu,1,1,5wr,POINT (77.59873 12.87204)
Forest Gate,339,57,2o6,POINT (77.45971 12.99176)
Forest Gate,249,32,5ni,POINT (77.45952 12.99185)
Form House Gorinabele,2,2,50y,POINT (77.35321 13.04568)
Forum City Apartment,5,1,569,POINT (77.58754 12.99688)
Forum Mall,256,34,1r7,POINT (77.74683 12.95977)
Forum Mall,333,32,493,POINT (77.7468 12.95943)
Forum Mall,116,8,5ez,POINT (77.61228 12.9346)
Frazer Town,211,36,2ot,POINT (77.61196 13.00115)
Frazer Town,149,34,41x,POINT (77.61144 13.00082)
Frazer Town,73,24,6bm,POINT (77.61257 13.00098)
Fullinfaws College Yelenahalli,6,1,5ec,POINT (77.61615 12.86846)
Fullinfaws College Yelenahalli,1,1,pm,POINT (77.61154 12.89524)
G Hosahalli,11,3,h2,POINT (77.47847 12.99592)
G Hosahalli Road Junction,8,1,5nf,POINT (77.47534 12.98814)
GBJ Colony Gate Doddanekkundi,1,1,1ap,POINT (77.69134 12.95753)
GBJ Colony Gate Doddanekkundi,9,2,1u0,POINT (77.69141 12.95769)
GG Palya Toll,1,1,1qe,POINT (77.53588 13.03105)
GKVK,4,4,g8,POINT (77.58007 13.07792)
GKVK GATE,773,132,2c9,POINT (77.59245 13.07254)
GKVK GATE,1,1,4dj,POINT (77.59328 13.0734)
GKVK GATE,439,86,4pw,POINT (77.59292 13.07276)
GKVK GATE,7,3,4qk,POINT (77.59306 13.07358)
GKW Layout,15,6,6d3,POINT (77.52845 12.96802)
GM Palya,97,10,2xo,POINT (77.66605 12.97519)
GM palya,48,9,5j0,POINT (77.66618 12.97518)
GPO,4,4,1ln,POINT (77.59436 12.98137)
GPO,67,11,2we,POINT (77.59405 12.98137)
GPO,14,8,wo,POINT (77.5951 12.98173)
GR Tech Park ITPL,537,62,16h,POINT (77.74351 12.98666)
GR Tech Park ITPL,482,77,4sf,POINT (77.74338 12.98681)
GRG Dairy Thirupalya,3,2,5fk,POINT (77.67176 12.81863)
GTRE Engine Division,28,10,45j,POINT (77.64942 12.9836)
GTRE Engine Division,8,4,4xy,POINT (77.64929 12.98352)
GVT School Kodiyala Karenahalli,3,1,5g0,POINT (77.46575 12.77988)
Gadenahalli,1,1,3s4,POINT (77.61752 13.18823)
Gadenahalli,5,2,53n,POINT (77.61756 13.18817)
Gadenahalli Cross,1,1,1g0,POINT (77.60323 13.2028)
Gadenahalli Gate,6,3,666,POINT (77.6195 13.19583)
Gadigaiahana Doddy,6,2,2cz,POINT (77.33857 12.85266)
Gadipalya,14,5,1ad,POINT (77.52849 12.76631)
Gadipalya,12,4,3gn,POINT (77.52846 12.76627)
Galaxy Paradise (Tent),149,20,1fr,POINT (77.62588 12.89167)
Galaxy Paradise (Tent),108,14,uy,POINT (77.62585 12.89162)
Ganagalu,2,1,22o,POINT (77.802 13.04925)
Ganagalu Cross,2,1,1kr,POINT (77.79768 13.04599)
Ganagalu Cross,3,2,co,POINT (77.79761 13.04597)
Ganagaluru,3,1,42c,POINT (77.85165 12.91118)
Ganagaluru,1,1,682,POINT (77.85169 12.91119)
Ganagaluru Circle,17,6,1vx,POINT (77.85016 12.89332)
Ganagaluru Circle,13,6,2pl,POINT (77.85012 12.89343)
Ganagaluru Cross,28,5,13z,POINT (77.86169 12.91382)
Ganagaluru Cross,7,4,4hb,POINT (77.86184 12.91373)
Ganakal,28,4,1t2,POINT (77.51231 12.89801)
Ganakal,9,4,37l,POINT (77.35726 12.85243)
Ganakal,20,6,693,POINT (77.35728 12.85251)
Ganakal,1,1,69m,POINT (77.38166 12.9573)
Ganakal2,81,3,1gw,POINT (77.51221 12.89789)
Ganapathi Enclave,2,2,2r8,POINT (77.64092 12.94739)
Ganapathi Layout (JK Store),5,3,ej,POINT (77.45306 13.04884)
Ganapathi Layout 1st Stage(LDVG),5,3,3i7,POINT (77.45596 13.04795)
Ganapathi Layout 1st Stage(LDVG),1,1,rx,POINT (77.45606 13.04789)
Ganapathi Layout(JK Store),1,1,4n4,POINT (77.45279 13.0488)
Ganapathi Nagara Raghavendra Badavane,32,3,4ew,POINT (77.49701 13.07897)
Ganapathi Nagara Raghavendra Badavane,6,4,559,POINT (77.49707 13.07897)
Ganapathihalli,33,5,4hk,POINT (77.39531 12.91791)
Ganapathihalli,14,3,4nr,POINT (77.39526 12.91776)
Ganapathipura,6,3,1sn,POINT (77.57192 12.89338)
Ganapathipura,5,2,343,POINT (77.57188 12.89327)
Gandhi Bazaar,220,12,43j,POINT (77.57014 12.94622)
Gandhi Circle Magadi,4,1,225,POINT (77.23518 12.95759)
Gandhi Farm Gate,2,1,rm,POINT (77.49762 12.64482)
Gandhi Grama,2,1,6cg,POINT (77.3392 13.04717)
Gandhi Nagara,150,32,1yr,POINT (77.50452 12.79019)
Gandhi Nagara,88,12,sx,POINT (77.50442 12.79003)
Gandhi School,8,1,32s,POINT (77.56791 12.98812)
Gandhipura,3,1,27q,POINT (77.75239 12.96968)
Gandhipura,8,2,3w8,POINT (77.75241 12.9697)
Ganesh Mantapa,1,1,5xr,POINT (77.64734 13.01818)
Ganesha Bhavan,394,28,rf,POINT (77.56426 12.94411)
Ganesha Circle Vaddarahalli,6,3,4yx,POINT (77.45495 13.02569)
Ganesha Circle Vaddarahalli,19,7,56j,POINT (77.45491 13.0257)
Ganesha Gudi Nelamangala,23,5,2wa,POINT (77.39293 13.08363)
Ganesha Gudi Nelamangala,86,13,6ap,POINT (77.39289 13.08377)
Ganesha Temple Bettanahalli,2,2,2ke,POINT (77.58525 13.21135)
Ganesha Temple Bettanahalli,3,2,407,POINT (77.58526 13.21139)
Ganesha Temple Chandra Layout,127,23,5f6,POINT (77.52876 12.95803)
Ganesha Temple Chandra Layout,70,13,5w8,POINT (77.52863 12.95772)
Ganesha Temple Mahalakshmi Layout,201,15,3jp,POINT (77.54313 13.00868)
Ganesha Temple Mahalaskhmi Layout,278,23,5c4,POINT (77.5432 13.00862)
Ganesha Temple Sahakara Nagara,51,6,1f4,POINT (77.58561 13.06342)
Ganesha Temple Sahakara Nagara,7,4,1ne,POINT (77.58992 13.05955)
Ganesha Temple Sahakara Nagara,39,7,2gz,POINT (77.58517 13.06289)
Ganesha Temple Sahakara Nagara,2,2,5bm,POINT (77.59 13.0596)
Ganesha Temple Tavarekere,75,20,13w,POINT (77.40326 12.96708)
Ganesha Temple Tavarekere,153,35,3j3,POINT (77.40341 12.9671)
Ganesha Temple Thippasandra,100,14,2fc,POINT (77.65412 12.97206)
Ganesha Temple Vasanthanagara,23,1,1pw,POINT (77.59216 12.99516)
Ganesha Temple Vasanthanagara,150,8,5tc,POINT (77.59199 12.99524)
Ganga International School,255,12,3da,POINT (77.49633 13.02827)
Ganga International School,214,8,4l7,POINT (77.49627 13.02831)
Gangadaranapalya,1,1,2k2,POINT (77.37612 13.12071)
Gangadhara Kalyana Mantapa,182,10,2cq,POINT (77.51137 13.08)
Gangadhara Kalyana Mantapa,143,9,58q,POINT (77.51115 13.07995)
Gangamma Circle,474,34,1yp,POINT (77.54635 13.05769)
Gangamma Circle,158,13,323,POINT (77.54654 13.05663)
Gangamma Circle,271,19,55l,POINT (77.54672 13.05663)
Gangamma Circle,174,14,62k,POINT (77.54635 13.05776)
Gangamma Temple Maralawadi Road,2,1,3ge,POINT (77.499 12.6363)
Gangappanahalli,43,10,16y,POINT (77.35131 12.95852)
Gangappanahalli,22,4,2dg,POINT (77.35111 12.95872)
Gangapura,1,1,17j,POINT (77.6074 13.153)
Gangasandra,9,2,3nk,POINT (77.47075 12.84622)
Gangasandra,22,5,4qq,POINT (77.47073 12.84626)
Gangavara,5,2,2aa,POINT (77.76347 13.15294)
Gangavara,1,1,597,POINT (77.76346 13.15285)
Gangenahalli,5,3,20e,POINT (77.39188 12.98369)
Gangenahalli,40,4,2uc,POINT (77.5841 13.02309)
Gangenahalli,3,1,5z7,POINT (77.58405 13.02337)
Gangenahalli,177,15,86,POINT (77.58457 13.02256)
Gangenahalli Cross,81,10,1av,POINT (77.39994 12.97287)
Gangenahalli Cross,33,9,w0,POINT (77.3999 12.97277)
Gangenahalli Junction,4,2,3ul,POINT (77.38713 12.98348)
Gangodahalli Cross (Vaikunta Bar),29,5,3tt,POINT (77.46453 13.029)
Gangodahalli Cross 1(Vaikunta Bar),37,6,69e,POINT (77.46448 13.02898)
Gangondanahalli,31,3,441,POINT (77.46776 13.02162)
Gangondanahalli,72,6,5v6,POINT (77.46773 13.02164)
Gangondanahalli Masjid,1,1,5su,POINT (77.52684 12.94965)
Gangothri Circle,4,1,2v4,POINT (77.61299 12.91965)
Ganigarahalli,14,3,26,POINT (77.5106 13.08919)
Ganigarahalli,16,2,2bv,POINT (77.51 13.08911)
Ganigarapalya,35,4,1yl,POINT (77.53297 12.87618)
Ganigarapalya,5,3,2dh,POINT (77.53311 12.87601)
Ganigarapalya Cross Yantaganahalli,4,3,1wc,POINT (77.35991 13.06567)
Ganjalahalli,2,1,1cz,POINT (77.90164 13.15249)
Ganjalahalli,2,1,4nk,POINT (77.90177 13.15247)
Gantaganahalli,4,2,119,POINT (77.58862 13.14336)
Gantakana Doddy Cross,74,9,281,POINT (77.48828 12.74144)
Gantakana Doddy Cross,44,3,go,POINT (77.48824 12.74138)
Garden City College TC Palya,6,3,23m,POINT (77.70712 13.02443)
Garden City College TC Palya,12,3,2b,POINT (77.70708 13.02432)
Garments Factory Borugunte,81,15,1g8,POINT (77.7829 12.84552)
Garments Factory Borugunte,22,7,1tx,POINT (77.78312 12.8445)
Garuda Mall,365,60,30z,POINT (77.61066 12.97026)
Garuda Mall,63,10,4k6,POINT (77.61042 12.96969)
Garudacharpalya,226,45,16d,POINT (77.70172 12.99388)
Garudacharpalya,201,62,4h9,POINT (77.70158 12.99403)
Garudappa Circle Thigalarapalya,190,9,50l,POINT (77.48413 13.01568)
Garudappa Circle Thigalarapalya,231,10,vi,POINT (77.48414 13.01572)
Garvebhavipalya,484,96,4sa,POINT (77.63566 12.8964)
Garvebhavipalya,625,55,55y,POINT (77.63534 12.89609)
Gas Factory Kempalinganahalli,1,1,2ge,POINT (77.3641 13.09248)
Gas Factory Kempalinganahalli,8,4,3q3,POINT (77.36416 13.09242)
Gattahalli,4,2,2rm,POINT (77.70359 12.86832)
Gattahalli,1,1,31o,POINT (77.70361 12.86831)
Gattigerepalya,1,1,47a,POINT (77.50221 12.88356)
Gattigerepalya,38,5,kg,POINT (77.50223 12.88369)
Gavi Gangadareshwara Temple,2,1,2m2,POINT (77.56258 12.94915)
Gavi Gangadareshwara Temple,2,2,m3,POINT (77.5625 12.94898)
Gavinagamangala Gate,3,1,zo,POINT (77.24346 12.93611)
Gaviyanapalya,7,1,1y4,POINT (77.46995 12.84097)
Gaviyappa Thimayya Layout,6,2,4g0,POINT (77.53175 12.91383)
Gayathri Nagara,6,2,186,POINT (77.55996 12.99824)
Gayathri Nagara,44,4,5m2,POINT (77.55991 12.99828)
Gayathri Nagara Cross,81,9,7g,POINT (77.38348 13.01495)
Gayathri Nagara Cross,29,7,te,POINT (77.38346 13.01481)
Geddalahalli,196,6,1og,POINT (77.57751 13.03077)
Geddalahalli,221,10,2i9,POINT (77.57751 13.03082)
Geddalahalli,174,52,40b,POINT (77.64532 13.0484)
Geddalahalli,156,33,55,POINT (77.6454 13.04838)
Geddalapura,1,1,5se,POINT (77.84059 12.9956)
Geddalapura,4,3,6c2,POINT (77.84056 12.99577)
Geetanjali Layout,21,12,5iv,POINT (77.65482 12.97691)
Geetanjali Layout,21,10,5lq,POINT (77.65471 12.97692)
Gejjagadahalli Cross,1,1,4zo,POINT (77.49757 13.2359)
Gejjagadahalli Cross,1,1,vg,POINT (77.49775 13.23601)
Gejjagalpalya,2,2,2ii,POINT (77.31326 13.03034)
Gejjagalpalya,1,1,3qs,POINT (77.31333 13.03035)
Gejjigadahalli,1,1,3dm,POINT (77.42893 13.06085)
Gejjigadahalli,1,1,4za,POINT (77.42887 13.06073)
Gejjigadahalli Colony,1,1,2ji,POINT (77.43045 13.06533)
Gejjigadahalli Colony,1,1,5ce,POINT (77.4304 13.0653)
Geleyara Balaga Extension Rajajinagara,20,3,1t3,POINT (77.54112 13.00595)
Geleyara Balaga Extension Rajajinagara,9,2,9s,POINT (77.54107 13.00592)
Geleyara Balaga Layout,1,1,24x,POINT (77.50585 13.0712)
Geleyara Balaga Layout,9,2,67c,POINT (77.50582 13.07127)
Genius Global School Kodathi,9,2,4fk,POINT (77.7167 12.87841)
Gerahalli,82,9,1i,POINT (77.39068 13.03738)
Gerahalli,23,5,mc,POINT (77.3906 13.03725)
Gerupalya,126,47,4a3,POINT (77.44429 12.88772)
Ghati Subramanya,16,2,3lv,POINT (77.52866 13.40789)
Gidadakonenahalli,11,1,3u6,POINT (77.48929 12.97373)
Gidadakonenahalli,1,1,4gn,POINT (77.48918 12.97371)
Gidadakonenahalli Cross,62,5,57n,POINT (77.48786 12.97457)
Gidadakonenahalli Cross,13,3,5cd,POINT (77.48791 12.97455)
Gidadapalya,3,2,39p,POINT (77.43733 12.96024)
Giddenahalli,5,2,1xr,POINT (77.41865 12.99275)
Giddenahalli,10,2,3m5,POINT (77.62456 12.75666)
Girigowdana Doddy,13,6,7s,POINT (77.5234 12.74596)
Girigowdana Doddy Colony,1,1,4t4,POINT (77.52342 12.74742)
Girigowdana Doddy Cross,6,2,5gi,POINT (77.50956 12.76879)
Girinagara,35,6,3pt,POINT (77.54515 12.94315)
Girinagara,36,5,5ok,POINT (77.54497 12.94322)
Girinagara 2nd Stage,3,3,55f,POINT (77.54535 12.94091)
Girinagara 2nd Stage,13,3,5lh,POINT (77.54524 12.94081)
Girinagara Extension,13,3,1jw,POINT (77.53938 12.94112)
Girinagara Extension,2,2,2l1,POINT (77.53951 12.94102)
Giriyamma Circle,42,1,3fu,POINT (77.71378 13.24454)
Giriyamma Circle,39,3,492,POINT (77.71329 13.24459)
Giriyamma Circle,48,5,5d4,POINT (77.71315 13.24475)
Giriyappanapalya,2,1,fu,POINT (77.4009 12.881)
Giriyappanapalya Cross,2,1,2bo,POINT (77.40381 12.88013)
Glass Factory,193,24,17h,POINT (77.5669 12.87655)
Glass Factory,272,32,1oo,POINT (77.62251 13.034)
Glass Factory,189,18,5p2,POINT (77.5669 12.8765)
Glass Factory,165,26,648,POINT (77.62277 13.03429)
Glass House,16,2,2gn,POINT (77.51222 12.90702)
Glass House Halage Vaderahalli,64,2,b6,POINT (77.51215 12.90695)
Gnana Jyothi school,60,11,2fl,POINT (77.73915 13.08455)
Gnana Jyothi school,95,11,kv,POINT (77.73919 13.08458)
Gokare,4,3,21o,POINT (77.72681 13.24897)
Gokula,595,78,5k4,POINT (77.55725 13.04152)
Gokula,393,21,72,POINT (77.55722 13.04151)
Golf Club HAL,7,1,hu,POINT (77.65257 12.95262)
Gollahalli,3,1,1er,POINT (77.72504 13.15159)
Gollahalli,10,5,2oj,POINT (77.67538 13.08368)
Gollahalli,28,9,2oq,POINT (77.41228 13.1437)
Gollahalli,6,2,427,POINT (77.64609 12.74195)
Gollahalli,5,2,4do,POINT (77.45216 12.7535)
Gollahalli,54,14,4nd,POINT (77.41235 13.14371)
Gollahalli,4,2,5es,POINT (77.64597 12.74191)
Gollahalli,7,3,pa,POINT (77.67538 13.08363)
Gollahalli Cross,44,5,12u,POINT (77.72841 13.1504)
Gollahalli Cross,4,2,1t4,POINT (77.6641 12.83037)
Gollahalli Cross,4,2,1x5,POINT (77.66876 12.82969)
Gollahalli Cross,4,2,42i,POINT (77.72835 13.15037)
Gollahalli Electronic City,4,2,in,POINT (77.66902 12.83145)
Gollahallii Road Junction,100,18,2u0,POINT (77.48887 12.90758)
Gollahallii Road Junction,100,9,2zq,POINT (77.48889 12.90772)
Gollarahatti,22,1,1d,POINT (77.47253 12.98864)
Gollarahatti,46,5,2x5,POINT (77.47244 12.98841)
Gollarahatti,257,34,54a,POINT (77.47274 12.98862)
Gollarahatti,347,59,5bg,POINT (77.47281 12.98849)
Gollarahatti Magadi,1,1,p0,POINT (77.19187 12.88035)
Gollarapalya,17,4,398,POINT (77.42521 12.80155)
Gollarapalya,4,1,3sb,POINT (77.27937 12.97528)
Gollarapalya,19,8,5or,POINT (77.42531 12.80143)
Gongatipura,1,1,5bj,POINT (77.47188 12.96223)
Gonighattapura,11,3,wu,POINT (77.7888 12.91374)
Gonighattapura Cross,10,3,3zm,POINT (77.79446 12.9128)
Gonighattapura Cross,22,4,6ek,POINT (77.79444 12.91278)
Gonipura,2,2,4z8,POINT (77.45105 12.8324)
Gonipura,44,13,58j,POINT (77.45107 12.83243)
Good Earth Malhar,1,1,13,POINT (77.46453 12.88563)
Good Earth Villas Cross,21,2,br,POINT (77.46685 12.89036)
Gopal Estate,3,1,4so,POINT (77.48312 12.818)
Gopalapura,4,1,15o,POINT (77.4263 13.1412)
Gopalapura,210,13,402,POINT (77.55827 12.98068)
Gopalapura,5,2,4hj,POINT (77.41658 12.87689)
Gopalapura,43,5,54l,POINT (77.42631 13.14124)
Gopalapura,38,8,5a1,POINT (77.68847 13.13294)
Gopalapura,8,6,5id,POINT (77.68848 13.13289)
Gopalapura,179,10,b7,POINT (77.55789 12.98063)
Gopasandra Cross,9,2,3z6,POINT (77.81029 13.22841)
Gopasandra Cross,9,1,n7,POINT (77.81014 13.22838)
Gopasandra Gate,1,1,15m,POINT (77.72986 12.85252)
Gopasandra Gate,4,2,4fr,POINT (77.73 12.85251)
Gopasandra Gate,23,6,ha,POINT (77.72991 12.85241)
Goraguntepalya,797,115,1f7,POINT (77.5395 13.02895)
Goraguntepalya,252,23,3jd,POINT (77.54012 13.02951)
Goraguntepalya,691,83,574,POINT (77.54123 13.02835)
Goraguntepalya  Ring Road,130,18,4fb,POINT (77.53707 13.02997)
Goraguntepalya  Ring Road,212,16,4sl,POINT (77.53688 13.02993)
Goravanahalli Cross,4,3,3ts,POINT (77.35794 13.05626)
Gorinabele Cross,2,2,306,POINT (77.35263 13.04427)
Goripalya,149,6,rv,POINT (77.55783 12.96355)
Gorivegere Gate,124,15,1ph,POINT (77.76046 13.04398)
Gorivegere Gate,89,19,5bi,POINT (77.76033 13.04412)
Gottigehalli,1,1,2pt,POINT (77.52612 12.72084)
Gottigehalli,8,3,36n,POINT (77.52621 12.72095)
Gottigehalli Junction,6,3,1gn,POINT (77.52949 12.72555)
Gottigere,3,1,18j,POINT (77.58868 12.85518)
Gottigere,495,62,29o,POINT (77.5889 12.85652)
Gottigere,179,38,2qj,POINT (77.58884 12.85619)
Gottigere,1,1,p2,POINT (77.58888 12.85747)
Gottigere,31,10,tu,POINT (77.58887 12.85744)
Gottigere Nice Road Junction,8,1,ea,POINT (77.58818 12.85081)
Gottipura,3,1,58t,POINT (77.8501 13.1081)
Gottipura Gate,8,3,4o8,POINT (77.84653 13.0948)
Gottipura Gate,3,2,50m,POINT (77.8465 13.09467)
Gottipura Gate,3,1,5gu,POINT (77.84646 13.09488)
Govardhan Talkies,683,98,2m0,POINT (77.55274 13.02)
Govardhan Talkies,695,82,44e,POINT (77.55339 13.01853)
Govardhan Talkies,308,21,4c4,POINT (77.55374 13.01781)
Govardhan Talkies,1,1,4ql,POINT (77.55339 13.01884)
Govindapura,26,5,40s,POINT (77.61892 13.03304)
Govindapura,2,1,61t,POINT (77.85143 13.03128)
Govindapura Colony,4,2,38c,POINT (77.85819 13.03063)
Govindapura Cross,165,26,1to,POINT (77.62209 13.03249)
Govindapura Cross,272,32,5nc,POINT (77.62194 13.03247)
Govindarajanagara,215,21,4i7,POINT (77.53666 12.97559)
Govindarajanagara,222,21,4we,POINT (77.53646 12.97561)
Govt Film and Television Institute,1,1,1vg,POINT (77.46514 13.16733)
Govt First Grade College Bidadi,1,1,1br,POINT (77.38906 12.80684)
Govt First Grade College Bidadi,7,2,4x2,POINT (77.38901 12.80685)
Govt Hospital Arakere,8,2,28k,POINT (77.60317 12.88719)
Govt Hospital Arakere,8,1,2x9,POINT (77.60321 12.88724)
Govt Hospital Vijayapura,54,4,3wp,POINT (77.79376 13.29565)
Govt Hospital Vijayapura,54,7,5op,POINT (77.79391 13.29565)
Govt Junior College Chikkaballapura,6,1,jp,POINT (77.73056 13.42953)
Govt Primary School Bommasandra,3,1,2is,POINT (77.69366 12.81707)
Govt School Jakkur,5,3,4yn,POINT (77.6062 13.07758)
Govt School Jakkur,16,5,yx,POINT (77.60617 13.07755)
Govt School Thotada Guddadahalli,25,2,2ks,POINT (77.48688 13.07006)
Govt School Thotada Guddadahalli,21,5,ox,POINT (77.4869 13.07008)
Govt Soap Factory,343,20,1k9,POINT (77.55438 13.01309)
Govt Soap Factory,404,27,33k,POINT (77.55385 13.01352)
Govt Soap Factory,1,1,3q7,POINT (77.55373 13.01284)
Gowdahalli,3,2,4md,POINT (77.52024 13.22737)
Gowdahalli,1,1,6e8,POINT (77.52023 13.22733)
Gowdahalli Colony,2,2,4e6,POINT (77.43297 13.05021)
Gowdahalli Colony,3,1,t0,POINT (77.43302 13.05023)
Gowdaiahanapalya,3,1,3e2,POINT (77.35909 13.03244)
Gowdanapalya,214,25,15u,POINT (77.55608 12.91157)
Gowdanapalya,193,22,58v,POINT (77.55591 12.91152)
Gowrava Bhovi Palya,3,1,305,POINT (77.38891 12.97381)
Gowrava Bhovi Palya,1,1,3x4,POINT (77.38886 12.97382)
Gowrava Nagara,218,15,12e,POINT (77.58266 12.88476)
Gowrava Nagara,143,6,4x1,POINT (77.58264 12.88469)
Gowrenahalli,31,4,5mq,POINT (77.68131 12.72307)
Gowrenahalli,94,5,98,POINT (77.68125 12.72321)
Grandwell,70,18,1rf,POINT (77.73989 13.06318)
Grandwell,74,13,20v,POINT (77.73995 13.06328)
Graphite India,378,18,3x1,POINT (77.71135 12.97821)
Graphite India,418,18,68o,POINT (77.71005 12.97705)
Graphite Junction,220,44,2rb,POINT (77.70808 12.98524)
